PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO285435,DEPARTMENT OF TRANSPORTATION,"UNIFORMS, BLENDED FABRIC 85",$5233.00,01/02/2009,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO289854,DEPARTMENT OF PUBLIC WORKS,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$10000.00,02/24/2009,LASER ART INC,2209 CHANNING STREET NE PO BOX 41083  ; WASHINGTON  ; DC  ; 20018-0483,WASHINGTON  ,DC
PO289855,DEPARTMENT OF TRANSPORTATION,"OFFICE SUPPLIES, GENERAL 00",$5000.00,02/24/2009,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO289819,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$11110.66,02/24/2009,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO289772,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL, SURGICAL, AND RELATED MEDICAL ACCESSORIES AND SUNDRY ITEMS 00",$5092.80,02/24/2009,MEDICAL SUPPLY SYSTEMS INC,3182 BLADENSBURG RD. NE.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO289837,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,FOOD DISTRIBUTION SERVICES 40,$2611318.47,02/24/2009,"COMPASS GROUP USA, INC",2400 YORKMENT ROAD  ; CHARLOTTE  ; NC  ; 28217,CHARLOTTE  ,NC
PO289814,COUNCIL OF THE DISTRICT OF COLUMBIA,CONSULTING SERVICES 00,$15000.00,02/24/2009,DARYL HARDY,14001 GULLIVERS TRAIL  ; BOWIE  ; MD  ; 20720,BOWIE  ,MD
PO275171-V2,DEPART OF YOUTH REHABILITATION SERVICES,HUMAN SERVICES 00,$98315.00,02/24/2009,CULBRETH & CULBRETH CONSU,2206 IRVING ST SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO288996,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$75041.41,02/24/2009,EAST OF THE RIVER CLERGY PO.,"COMMUNITY PARTNERSHIP                              4105 FIRST STREET, SE  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO289830,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4500.00,02/24/2009,JENNIFER MUNSON,12305 SOUR CHERRY WAY  ; NORTH POTOMAC  ; MD  ; 20878,NORTH POTOMAC  ,MD
PO289840,DEPARTMENT OF CORRECTIONS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,02/24/2009,"YELLOW CAB CO. OF DC, INC.",1636 BLADENSBURG ROAD NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO289828,DEPARTMENT OF REAL ESTATE SERVICES,"ARCHITECTURAL SERVICES, PROFESSIONAL 00",$135250.00,02/24/2009,"ARCHITRAVE P.C., ARCHITECTS","420 10TH STREET, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO289798,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$3945.49,02/24/2009,BARNES AND NOBEL,"3040 M STREET, NW  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO289768,STATE SUPERINTENDENT OF EDUCATION (OSSE),"SERVICE AWARDS, SPECIALTY TYPE 65",$500000.00,02/24/2009,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO279153-V2,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$69921.00,02/24/2009,CHILDRENS NATIONAL MEDICAL CTR,111 MICHIGAN AVE NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO275688-V2,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$271015.00,02/24/2009,FOOD & FRIENDS,219 RIGGS ROAD NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO289833,DEPARTMENT OF PARKS AND RECREATION,GAS TUNGSTEN-ARC WELDER (TIG) AND SPECIALIZED ACCESSORIES 40,$6656.73,02/24/2009,COLEMAN POWERSPORT,435 SOUTH WASHINGTON STREET  ; FALLS CHURCH  ; VA  ; 22046,FALLS CHURCH  ,VA
PO289843,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$165341.30,02/24/2009,"CRAFT SOLUTIONS, LLC",4221 FORRES BLVD                                   SUITE 100  ; LANHAM  ; MD  ; 20706-4437,LANHAM  ,MD
PO289748,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHALK, CRAYONS, ERASABLE MARKERS, WATER COLORS, PERMANENT MARKERS (CHILD PROOF SAFETY TYPE), ETC. 30",$3217.94,02/24/2009,BRANCH SUPPLY INCORPORATION,1050 17TH STREET NW SUITE 1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO289773,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$7180.00,02/24/2009,DISTRICT OF COLUMBIA AGENCIES,"CHILD SUPPORT ENFORCEMENT DIV. 441 4TH STREET, NW  SUITE 550N  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO172395-V8,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",$1516067.00,02/24/2009,"FORNEY ENTERPRISES, INC.",1818 NEW YORK AVE NE                               STE 201  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO289815,COUNCIL OF THE DISTRICT OF COLUMBIA,"CABLES: PRINTER, DISK, NETWORK, ETC. 14",$10881.03,02/24/2009,CDW GOVERNMENT INC,230 N MILWAUKEE AVE  ; VERNON HILLS  ; IL  ; 60061,VERNON HILLS  ,IL
PO273262-V2,DEPART OF YOUTH REHABILITATION SERVICES,HUMAN SERVICES 00,$71892.80,02/24/2009,YAYAH'S INC,7615 16TH ST NW  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO289858,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION: AIRPORT ROADWAY, RUNWAY AND TAXIWAY 10",$8911.00,02/24/2009,"HI-TECH SOLUTION, INC.","1300 PENNSYLANIA AVE, NW                           SUITE 700  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO276483-V3,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$132893.00,02/24/2009,"DAMIEN MINISTRIES, INC.",2200 RHODE ISLAND AVE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO289825,STATE SUPERINTENDENT OF EDUCATION (OSSE),"SERVICE AWARDS, SPECIALTY TYPE 65",$14205.96,02/24/2009,SEPTIMA CLARK PCS,"425 CHESAPEKE STREET , SE  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO289857,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, BRIDGE AND DRAWBRIDGE (INCLUDES RECONSTRUCTION/REHABILITATION) 13",$9992.00,02/24/2009,"HI-TECH SOLUTION, INC.","1300 PENNSYLANIA AVE, NW                           SUITE 700  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO289741,DEPARTMENT OF HUMAN SERVICES,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$57960.00,02/24/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO289763,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$250000.00,02/24/2009,"GLOBAL CONSULTING, INC.","1818 NEW YORK AVE., N.E.                           STE 220  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO289844,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,HEALTH RELATED SERVICES (FOR HUMAN SERVICES SEE CLASS 952) 00,$148350.00,02/24/2009,MAXIM HEALTHCARE SVCS,9525 GEORGIA AVE                                   101  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO289834,METROPOLITAN POLICE DEPARTMENT,AUTOMOTIVE AND TRAILER MAINTENANCE ITEMS AND REPAIR/REPLACEMENT PARTS 00,$5000.00,02/24/2009,"CAPITAL SEQWAY, LLC","1350 I STREET, NW  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO289841,OFFICE OF TENANT ADVOCATE,"LEGAL SERVICES, ATTORNEYS 49",$40000.00,02/24/2009,STEVEN G. RAIKIN,6368 ENGLISH IVY WAY  ; SPRINGFIELD  ; VA  ; 22152,SPRINGFIELD  ,VA
PO289842,OFFICE OF TENANT ADVOCATE,"LEGAL SERVICES, ATTORNEYS 49",$75000.00,02/24/2009,THE LEGAL AID SOCIETY OF DC,"1331 H STREET, NW                                  SUITE# 350  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO279051-V2,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$3925000.00,02/24/2009,GREATER WASHINGTON URBAN LEAGU,"2901 - 14TH STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO289746,UNIVERSITY OF DISTRICT OF COLUMBIA,"SWIMMING POOLS, EQUIPMENT, AND SUPPLIES (INCLUDING HEATERS, LIGHTS, AND VACUUM MACHINES; FOR CHEMICALS SEE CLASS 885) 66",$6500.00,02/24/2009,"ALOHA POOL & SPA, INC","2915 WOODSTOCK AVE.,   ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO282403-V2,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$9500.00,02/24/2009,RANKIN ORTHO & SPORTS MED,1160 VARNUM ST NE SUITE 312  ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO289958,DEPART OF INSURANCE,PRINTING AND RELATED SERVICES 00,$18000.00,02/25/2009,"BRENTWORKS, INC.",1776 EYE STREET NW 9TH FLOOR  ; WASHINGTON  ; DC  ; 20006,WASHINGTON  ,DC
PO289885,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CLEANING OF ROADSIDE PARK (REST STOP) AREAS INCLUDING PRIVY VAULTS, SEPTIC TANKS AND TRASH CANS 08",$7880.95,02/25/2009,ARIE'S SUPPLY INC,3921 SOUTH CAPITOL STREET SW                       SUITE 5  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO289881,DEPARTMENT OF PARKS AND RECREATION,"FENCING, CHAIN LINK (INCLUDING FABRIC, GATES, PANELS, POSTS AND FITTINGS) 13",$4435.00,02/25/2009,LONG FENCE COMPANY INC,8545 EDGEWORTH DRIVE   ; CAPITOL HEIGHTS  ; MD  ; 20743-,CAPITOL HEIGHTS  ,MD
PO289977,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$2564.51,02/25/2009,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO289901,FIRE AND EMERGENCY MEDICAL SERVICES,EXHAUST SYSTEM MAINTENANCE AND REPAIR 40,$4990.00,02/25/2009,ON TARGET CHALLENGE,15312 SPENCERVILLE COURT                           SUITE 100  ; BURTONSVILLE  ; MD  ; 20866,BURTONSVILLE  ,MD
PO289865,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8277.00,02/25/2009,21ST CENTURY EXPO GROUP,2404 FAIRLAWN STREET    ; TEMPLE HILLS   ; MD  ; 20748-,TEMPLE HILLS   ,MD
PO289944,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$2675.00,02/25/2009,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO289890,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$25000.00,02/25/2009,FANNING HOWEY ASSOC.,210 N. LEE ST.  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO284879,METROPOLITAN POLICE DEPARTMENT,AMMUNITION 04,$109990.00,02/25/2009,"ARRINGTON POLICE DISTRIBUTORS,",505 INDUSTRIAL AVENUE  ; GREENSBORO  ; NC  ; 27406,GREENSBORO  ,NC
PO289943,OFFICE OF THE CHIEF FINANCIAL OFFICER,COMPUTER HARDWARE CONSULTING 28,$8600.00,02/25/2009,TRINTECH INC,15851 DALLAS PARKWAY                               SUITE 940  ; ADDISON  ; TX  ; 75001,ADDISON  ,TX
PO289941,OFFICE OF THE CHIEF FINANCIAL OFFICER,CONSULTING SERVICES 00,$50000.00,02/25/2009,"KELLER AND HECKMAN, LLP","1001 G STREET, NW                                  SUITE 500 WEST  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO282601-V2,CHILD AND FAMILY SERVICES AGENCY,YOUTH CARE SERVICES 95,$385152.03,02/25/2009,ALLIANCE OF CONCERNED MEN,"3227 DUBOIS PLACE, S.E   ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO289966,OFFICE OF THE CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$84420.00,02/25/2009,HAIG GAKAVIAN,9417 CURRAN ROAD  ; SILVER SPRING  ; MD  ; 20901,SILVER SPRING  ,MD
PO289974,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,FURNITURE 46,$10000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289918,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$99280.00,02/25/2009,COMMUNITY MULTISERVICES INC,1300 SPRING STREET SUITE 210  ; SILVER SPRING  ; MD  ; 20910-,SILVER SPRING  ,MD
PO289897,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$5975.00,02/25/2009,ADT SECURITY SERVICES,14434 ALBEMARLE POINT PLACE                        SUITE 120  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO289928,UNIVERSITY OF DISTRICT OF COLUMBIA,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$4460.00,02/25/2009,MARIA LUCIA WASHINGTON,6931 SHEFFIELD DRIVE  ; CAMP SPRING  ; MD  ; 20748,CAMP SPRING  ,MD
PO289896,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$55000.00,02/25/2009,TURNER CONSTRUCTION COMPANY,3865 WILSON BLVD. SUITE 300   ; ARLINGTON  ; VA  ; 22203-1764,ARLINGTON  ,VA
PO289968,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PAPER ITEMS, CLASSROOM: COMPOSITION BOOKS, SCRAPBOOKS, EXAMINATION BOOKLETS, NOTEBOOK FILLER, TABLETS, ETC. 76",$25000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO276763-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$150000.00,02/25/2009,COLES B RUFF JR,1012 HAMILTON ST NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO289895,DEPARTMENT OF MENTAL HEALTH,HUMAN SERVICES CONSULTING (TO INCLUDE MENTAL HEALTH CONSULTING SERVICES) 67,$99372.00,02/25/2009,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW                                 ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052,WASHINGTON  ,DC
PO289925,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$10000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289976,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$7000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289971,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE SUPPLIES, GENERAL 00",$10000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289932,UNIVERSITY OF DISTRICT OF COLUMBIA,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$5098.60,02/25/2009,INSIGHT MEDIA,2162 BROADWAY  ; NEW YORK  ; NY  ; 10024,NEW YORK  ,NY
PO289859,LOTTERY & CHARITABLE GAMES CONTROL BOARD,ADVERTISING/PUBLIC RELATIONS 03,$5000.00,02/25/2009,NAT'L CHERRY BLOSSOM FESTIVAL,"1250 H STREET., NW                                 #1000  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO280364-V2,DEPARTMENT OF MENTAL HEALTH,HOUSEKEEPING SERVICES 56,$97408.70,02/25/2009,MARCELLUS E. COBB,2324 GOOD HOPE ROAD SE #2   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO289975,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED SCHOOL EQUIPMENT AND SUPPLIES 86,$9999.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289978,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$2950.00,02/25/2009,LAKESHORE LEARNING MATERIALS,2695 EAST DOMINGUEZ STREET  ; CARSON  ; CA  ; 90895,CARSON  ,CA
PO289972,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$10000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289970,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$20000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO289969,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$10000.00,02/25/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO272425-V2,DEPART OF YOUTH REHABILITATION SERVICES,HUMAN SERVICES 00,$96574.20,02/25/2009,LATIN AMERICAN YOUTH CENTER,1419 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO288028-V2,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$3595.00,02/25/2009,"LEADERSHIP DIRECTORIES, INC.","104 FIFTH AVENUE, 3RD FLOOR  ; NEW YORK  ; NY  ; 10011",NEW YORK  ,NY
PO289937,OFFICE OF THE CHIEF FINANCIAL OFFICER,BANKING SERVICES 25,$120000.00,02/25/2009,M & T BANK,ONE M & T PLAZA  ; BUFFALO  ; NY  ; 14203,BUFFALO  ,NY
PO283053-V3,DEPARTMENT OF CORRECTIONS,"NETWORKING SERVICES (INCLUDING INSTALLATION, SECURITY, AND MAINTENANCE ) 37",$2099707.99,02/25/2009,GENERAL DYNAMICS INFO. TECH.,3211 JERMANTOWN RD  ; FAIRFAX  ; VA  ; 22030,FAIRFAX  ,VA
PO289870,UNIVERSITY OF DISTRICT OF COLUMBIA,RECYCLED OFFICE SUPPLIES 73,$18053.78,02/25/2009,FOLLETT UDC BOOKSTORE,FHEG UDC BOOKSTORE #742 MA 43 3146 SOLUTIONS CENTER  ; CHICAGO  ; IL  ; 60677-3001,CHICAGO  ,IL
PO289993,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$9384.92,02/25/2009,SCHOOL SPECIALTY,W 6316 DESIGN DRIVE   ; GREENVILLE  ; WI  ; 54942-,GREENVILLE  ,WI
PO289994,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,IN-SERVICE TRAINING (FOR EMPLOYEES) 35,$5000.00,02/25/2009,"APPLICATION LINK, INC.","4449 EASTON WAY, 2ND FL.  ; COLUMBUS  ; OH  ; 43219",COLUMBUS  ,OH
PO289953,COUNCIL OF THE DISTRICT OF COLUMBIA,"LOCKERS, STORAGE (FOR COATS, HATS AND BAGGAGE) 53",$2754.00,02/25/2009,F.E.S.,6400 GEORGIA AVE NW                                SUITE 5  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO289926,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,02/25/2009,CLEAN ENERGY STATES ALLIANCE,"50 STATE STREET, STE 1  ; MONTPELIER  ; VT  ; 05602",MONTPELIER  ,VT
PO289905,DEPARTMENT ON DISABILITY SERVICES,PROFESSIONAL MEDICAL SERVICES (INCLUDING PHYSICIANS AND ALL SPECIALTIES) 74,$18000.00,02/25/2009,"DR. REBECCA J. YOUNT, LLC",104 WATER STREET  ; BROOKEVILLE  ; MD  ; 20833,BROOKEVILLE  ,MD
PO289887,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$2700000.00,02/25/2009,GILBANE BUILDING CO.,7 JACKSON WALKWAY  ; PROVIDENCE  ; RI  ; 02903,PROVIDENCE  ,RI
PO276293-V2,CHILD AND FAMILY SERVICES AGENCY,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$500000.00,02/25/2009,D.C. CHILDRENS ADVOCACY CENTER,"429 O STREET, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO289952,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$9995.00,02/25/2009,F.E.S.,6400 GEORGIA AVE NW                                SUITE 5  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO289951,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$6790.00,02/25/2009,F.E.S.,6400 GEORGIA AVE NW                                SUITE 5  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO275006-V2,DEPARTMENT ON DISABILITY SERVICES,CASE MANAGEMENT 15,$76752.00,02/25/2009,KIDD INTERNATIONAL HOME CARE,6856 EASTERN AVENUE NW                             SUITE 286  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO289927,OFFICE OF MOTION PICTURES & TELEVISION,PARKING LOT RENTAL (NOT DESIGNATED) 55,$9100.00,02/25/2009,COLONIAL PARKING  INC,"1050 THOMAS JEFFERSON ST., NW                      SUITE 100  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO289906,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$4818.00,02/25/2009,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO289902,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER AIDED DESIGN SERVICES 18,$13850.00,02/25/2009,"NCS PEARSON, INC",5601 GREEN VALLEY DRIVE  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO289982,DEPARTMENT OF PARKS AND RECREATION,EXERCISE PROGRAM SERVICES 36,$3360.00,02/25/2009,RONALD NORCOME SCHOOL OF KARAT,"3711 4TH STREET, SE SUITE D  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO289957,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$4213.54,02/25/2009,INTECH COMPUTER SOLUTIONS INC.,7700-C BACKLICK ROAD   ; SPRINGFIELD  ; VA  ; 22150-,SPRINGFIELD  ,VA
PO289945,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7000.00,02/25/2009,"ENNIS, KNUPP & ASSOCIATES INC",10 S. RIVERSIDE PLAZA                              SUITE 1600  ; CHICAGO  ; IL  ; 60606,CHICAGO  ,IL
PO289882,OFF PUBLIC ED FACILITIES MODERNIZATION,"CONSTRUCTION SERVICES, GENERAL 00",$20000.00,02/25/2009,JONES & WOODS INC,"1702 MINNESOTA AVENUE, SE                          UNIT 1  ; WASHINGTON  ; DC  ; 20020-4724",WASHINGTON  ,DC
PO289904,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE) 00,$2802.96,02/25/2009,GOPHER SPORT,"SDS 12-1069 PO BOX 86                              220 24TH AVENUE, NW  ; MINNEAPOLIS  ; MN  ; 55486",MINNEAPOLIS  ,MN
PO285872-V2,DEPARTMENT OF REAL ESTATE SERVICES,PERSONNEL/EMPLOYMENT CONSULTING 85,$74959.00,02/25/2009,C&G HOME IMPROVEMENTS,3501 KEYSTONE MANOR PLACE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
PO285871-V3,DEPARTMENT OF REAL ESTATE SERVICES,PERSONNEL/EMPLOYMENT CONSULTING 85,$74968.00,02/25/2009,C&G HOME IMPROVEMENTS,3501 KEYSTONE MANOR PLACE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
