PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO342875-V2,DEPARTMENT OF MENTAL HEALTH,"GARBAGE/TRASH REMOVAL, DISPOSAL AND/OR TREATMENT 27",$4609.22,03/24/2011,STERICYCLE INC.,28161 N. KEITH DR.   ; LAKE FOREST  ; IL  ; 60045-,LAKE FOREST  ,IL
PO351296-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,,$5571.36,03/24/2011,"LAZ PARKING LTD, LLC",15 LEWIS STREET  ; HARTFORD  ; CT  ; 06103,HARTFORD  ,CT
PO346398-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$72033.00,03/24/2011,SO OTHERS MIGHT EAT,71 O STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO342686-V4,DEPARTMENT ON DISABILITY SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$20175.00,03/24/2011,"PROJECT REDIRECT, INC.",7008 WESTMORELAND AVENUE SUITE E-1  ; TAKOMA PARK  ; MD  ; 20912-,TAKOMA PARK  ,MD
PO350410-V2,DEPARTMENT ON DISABILITY SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$5700.00,03/24/2011,"PROJECT REDIRECT, INC.",7008 WESTMORELAND AVENUE SUITE E-1  ; TAKOMA PARK  ; MD  ; 20912-,TAKOMA PARK  ,MD
PO358650,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADMINISTRATIVE CONSULTING 06,$131000.00,03/24/2011,WIRELESS GENERATION INC,55 WASHINGTON STREET SUITE 900  ; BROOKLYN  ; NY  ; 11201-,BROOKLYN  ,NY
PO357129-V2,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$2925.00,03/24/2011,EUGENE MILLER,2501 Q STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO357250,DEPARTMENT OF HEALTH,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",$23076.00,03/24/2011,"PERKINELMER LAS,INC",710 BRIDGEPORT AVENUE   ; SHELTON  ; CT  ; 06484-,SHELTON  ,CT
PO358637,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$16332.00,03/24/2011,TURNER CONSTRUCTION COMPANY,3865 WILSON BLVD. SUITE 300   ; ARLINGTON  ; VA  ; 22203-1764,ARLINGTON  ,VA
PO358677,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$378950.00,03/24/2011,TURNER CONSTRUCTION COMPANY,3865 WILSON BLVD. SUITE 300   ; ARLINGTON  ; VA  ; 22203-1764,ARLINGTON  ,VA
PO358644,OFF PUBLIC ED FACILITIES MODERNIZATION,"PROGRAMMING SERVICES, COMPUTER 40",$6500.00,03/24/2011,"MSDSONLINE, INC",350 N ORLEANS STREET #950  ; CHICAGO   ; IL  ; 60654,CHICAGO   ,IL
PO358636,CHILD AND FAMILY SERVICES,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$29100.00,03/24/2011,ACME AUTO LEASING LLC,440 WASHINGTON AVENUE  ; NORTH HAVEN  ; CT  ; 06473,NORTH HAVEN  ,CT
PO358658,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DESK ACCESSORIES: ALPHABETIZERS, CASH BOXES, DESK FILES, FILE CARD CABINETS, LETTER SORTERS, MESSAGE RACKS, ETC. 33",$15000.00,03/24/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO345730-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: KINDERGARTEN THRU 5TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 85,$3924.14,03/24/2011,MCGRAW-HILL COMPANIES,1221 AVENUE OF THE AMERICAS ST   ; NEW YORK  ; NY  ; 10020-,NEW YORK  ,NY
PO358638,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$24830.00,03/24/2011,STATSEEKER PTY LTD,"LEVEL 11                                           320 ADELAID STREET  ; BRISBANE, QLD  ;    ; .4000","BRISBANE, QLD  ",
PO358719,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$97164.80,03/25/2011,AMERICAN LEGACY FOUNDATION,"1724 MASSACHUSETTS AVE, NW  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO358700,METROPOLITAN POLICE DEPARTMENT,MEMBERSHIP DUES 48,$14725.00,03/25/2011,GARTNER INC,56 TOP GALLANT   ; STAMFORD  ; CT  ; 06904-,STAMFORD  ,CT
PO358776,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELEPHONE EQUIPMENT AND PIECE PARTS (NOT LINES OR OTHERWISE LISTED) 55,$8173.12,03/25/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO358764,DEPARTMENT ON DISABILITY SERVICES,BLIND TEACHING AND TRAINING EQUIPMENT AND SUPPLIES (SEE CLASS 600 FOR BRAILLE WRITERS AND PRINTERS) 17,$6500.00,03/25/2011,"GW MICRO, INC.",725 AIRPORT NORTH OFFICE PARK  ; FORT WAYNE  ; IN  ; 46825,FORT WAYNE  ,IN
PO358781,OFFICE OF CABLE TV,AUDIO/VIDEO PRODUCTION SERVICES COMPLETE 09,$5104.96,03/25/2011,"VOX-CAM ASSOCIATES, LTD.",813 SILVER SPRING AVENUE  ; SILVER SPRING   ; MD  ; 20910,SILVER SPRING   ,MD
PO351564-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$25423.57,03/25/2011,BRIDGES PUBLIC CHARTER SCHOOL,"BRIDGES CHARTER SCHOOL                             1250 TAYLOR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO351509-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$860663.86,03/25/2011,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO351515-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$131813.09,03/25/2011,EAGLE ACADEMY PCS,770 M STREET SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO358770,DEPARTMENT OF CORRECTIONS,"TOILET TISSUES, PAPER TOWELS, AND TOILET SEAT COVERS 75",$10800.00,03/25/2011,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO351466-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$165657.55,03/25/2011,HOWARD ROAD ACADEMY PCS,"701 HOWARD ROAD, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO351570-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$59391.44,03/25/2011,HOWARD UNIVERSITY PCMS,405 HOWARD PLACE NW  ; WASHINGTON  ; DC  ; 20059,WASHINGTON  ,DC
PO358694,DEPARTMENT OF PUBLIC WORKS,"CLEANER, HARD SURFACE, GENERAL PURPOSE, LIQUID (INCLUDING GRAFFITI REMOVERS) (SEE 630-45 FOR PAINTED TYPE GRAFFITI REMOVERS) 16",$20000.00,03/25/2011,MCCORMICK PAINT WORKS CO,2355 LEWIS AVENUE   ; ROCKVILLE  ; MD  ; 20851-,ROCKVILLE  ,MD
PO351521-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$260380.19,03/25/2011,"CARLOS ROSARIO INT'L,PCS","1100 HARVARD STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO351465-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$163136.20,03/25/2011,HYDE LEADERSHIP PCS WASH,"1800 PERRY STREET, N.E.   ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO355299-V2,OFFICE OF MUNICIPAL PLANNING,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$11215.55,03/25/2011,VIRGINIA TECH,201 SOUTHGATE CENTER   ; BLACKSBURG  ; VA  ; 24061-,BLACKSBURG  ,VA
PO358728,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$339843.00,03/25/2011,WASHINGTON AREA COMMUNITY,WASHINGTON AREA COMM. INVES FD 3624 12TH STREET NE  ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO352541-V2,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$149996.25,03/25/2011,"OCTANE, LLC",1806 VERNON STREET NW                              #200  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO358695,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, PARKING LOT AND ALLEY 36",$200000.00,03/25/2011,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO358705,DC PUBLIC LIBRARY,"ZONING, LAND USE STUDIES 94",$163000.00,03/25/2011,ARENT FOX KINTNER PLOTKIN,"1050 CONNECTICUT AVENUE, NW   ; WASHINGTON  ; DC  ; 20036-5339",WASHINGTON  ,DC
PO351522-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$134273.10,03/25/2011,CAPITAL CITY PCS,3047 15TH STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO358715,HOMELAND SECURITY GRANTS,HAZARDOUS ENVIRONMENT CLOTHING 31,$60000.00,03/25/2011,POWELL MANUFACTURING INDUSTRIES,258 35TH STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO351563-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$72161.99,03/25/2011,BOOKER T WASHINGTON PCS,"1346 FLORIDA AVE., N.W.   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO351518-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$421572.04,03/25/2011,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO351508-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$83230.58,03/25/2011,ELSIE WHITLOW STOKES PCS,"3700 OAKVIEW TERRACE, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO358697,DEPARTMENT OF REAL ESTATE SERVICES,"TRADE SERVICES, CONSTRUCTION (NOT OTHERWISE CLASSIFIED) 84",$19530.00,03/25/2011,NASTOS CONTRUCTION INC,1421 KENILWORTH AVE NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO351519-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$333212.45,03/25/2011,CESAR CHAVEZ PCS,709 12TH STREET SE   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO353838-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11923.20,03/25/2011,NRI INC.,1015 18TH ST NW SUITE 710  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO353837-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11923.20,03/25/2011,NRI INC.,1015 18TH ST NW SUITE 710  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO358760,OFF PUBLIC ED FACILITIES MODERNIZATION,LEGAL CONSULTING 74,$40000.00,03/25/2011,LEFTWICH & LUDAWAY,1400 K STREET NW                                   SUITE 1000  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO358782,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$800000.00,03/25/2011,HORACE MOSBY,"4505 B STREET, S.E.  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO358758,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"UNIFORMS, SYNTHETIC FABRIC 87",$7500.00,03/25/2011,G &G OUTFITTERS,4901 FORBES BLVD   ; LANHAM  ; MD  ; 20706-,LANHAM  ,MD
PO358759,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: KINDERGARTEN THRU 5TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 85,$7528.94,03/25/2011,INTAC INC,1110 FIDLER LANE                                   SUITE 1115  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO358753,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TRAVEL AGENCY SERVICES 78,$3416.40,03/25/2011,MIZELL TRAVEL AGENCY,"SUITE 1                                            6412 LUZON AVENUE, N.W.  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO358716,HOMELAND SECURITY GRANTS,PHARMACEUTICAL PRODUCTS (INCL. DRUGS AND MEDICINES) 57,$35307.00,03/25/2011,MERIDIAN MEDICAL TECHNOLOGIES,10240 OLD COLUMBIA ROAD  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO358751,DC PUBLIC LIBRARY,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$14240.00,03/25/2011,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO358769,DEPARTMENT OF PUBLIC WORKS,REFUSE/GARBAGE COLLECTION BODIES AND PARTS 75,$53926.50,03/25/2011,THC ENTERPRISES INC MIDATLANTI,10641 CORDOVA ROAD  ; EASTON  ; MD  ; 21601,EASTON  ,MD
PO351523-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$120088.54,03/25/2011,ARTS & TECHNOLOGY ACAD PCS,5300 BLAINE STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO358778,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PROJECTORS (NOT OTHERWISE CLASSIFIED): COMBINATION FILMSTRIP-SLIDE PROJECTORS, REAR-PROJECTION SLIDE UNITS, REAR-PROJECTION FILMSTRIP UNITS 67",$14950.00,03/25/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO358774,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BULLETIN BOARDS: CHANGEABLE LETTER, CORK, MAGNETIC, PEG, ETC. 25",$11100.00,03/25/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO285556-V2,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$2215065.84,03/25/2011,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO351569-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$40680.94,03/25/2011,HOSPITALITY HIGH SCHOOL OF DC,"4301 13TH STREET, NW THIRD FLOOR  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO358696,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"UNIFORMS, WOOL AND WOOLEN BLENDS 88",$4997.40,03/25/2011,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO358727,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$105315.00,03/25/2011,"MI CASA, INC.","6230 3RD STREET NW, SUITE 2  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO358757,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CALCULATORS, ELECTRONIC, PRINTING TYPE, PROGRAMMABLE 22",$6094.47,03/25/2011,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO351566-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$50491.24,03/25/2011,EARLY CHILDHOOD ACADEMY PCS,4025 9TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO351520-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$287190.22,03/25/2011,CENTER CITY PCS,7 NEW YORK AVE SUITE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO351514-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$174006.83,03/25/2011,HOPE COMMUNITY CHARTER SCHOOL,"2917 8TH STREET, N.E.  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO358752,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11456.00,03/25/2011,BEVERLY COWSER,2305 CATSKILL STREET  ; TEMPLE HILLS  ; MD  ; 20748,TEMPLE HILLS  ,MD
PO355721-V2,DEPARTMENT ON DISABILITY SERVICES,"TRANSPORTATION SERVICES FOR THE ELDERLY, HANDICAPPED, INCAPACITATED, PRISONERS, JURIES, ETC. 94",$2889.24,03/25/2011,DIVERSIFIED TRANSPORTATION SRV,"143 KENNEDY STREET, NW SUITE 14  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO355304-V2,OFFICE OF CABLE TV,"VIDEO CAMERA-RECORDERS, ACCESSORIES AND PARTS (PORTABLE TYPE) 70",$41355.00,03/25/2011,DSI VIDEO SYSTEMS LLC DBA DIVE,363 MARKET ST  ; KENILWORTH  ; NJ  ; 07033,KENILWORTH  ,NJ
PO358699,DEPART OF YOUTH REHABILITATION SERVICES,"UNIFORMS, COTTON 86",$30414.00,03/25/2011,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO351568-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$73479.04,03/25/2011,EXCEL ACADEMY PCS,2501 MARTIN LUTHER KING JR. AV S.E.  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO351578-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$93047.49,03/25/2011,INTEGRATED DESIGN ELECTRONICS,1027 45TH STREET NE  ; WASHINGTON  ; DC  ; 20019-3082,WASHINGTON  ,DC
PO351517-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$203748.10,03/25/2011,"DC PREPARATORY ACADEMY,PCS",707 EDGEWOOD STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO351516-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$140565.27,03/25/2011,EUPHEMIA L. HAYNES PCS,"3600 GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO351565-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$94991.12,03/25/2011,DC BILINGUAL PCS,1420 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO358708,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$8000.00,03/25/2011,VMT EDUCATION CENTER,4201 CONNECTICUT AVE NW SUITE 301  ; WASHINGTON  ; DC  ; 20008-,WASHINGTON  ,DC
PO358002-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$82513.36,03/25/2011,RIVERSIDE PUBLISHING,"3800 GOLF ROAD, SUITE 100   ; ROLLING MEADOWS  ; IL  ; 60008-4015",ROLLING MEADOWS  ,IL
PO351567-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$41711.51,03/25/2011,EDUCATION STRENTHENS FAMILIES,"2333 ONTARIO ROAD, NORTHWEST  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO358779,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PROJECTION DEVICES AND ACCESSORIES: INTERACTIVE CONFERENCING BOARDS, LCD, PADS, PANELS, ETC. 75",$16323.44,03/25/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO358882,CHILD AND FAMILY SERVICES,PERSONNEL/EMPLOYMENT CONSULTING 85,$35424.00,03/28/2011,KEANYA CARR,"6232 BANKS PL., N.E.,  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO358820,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHAIRS, METAL 06",$2837.00,03/28/2011,ALFAX FURNITURE LLC,13901 MIDWAY ROAD                                  SUITE 102-428  ; FARMERS BRANCH  ; TX  ; 75244,FARMERS BRANCH  ,TX
PO352085-V2,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,$85000.00,03/28/2011,THE UNIVERSITY OF MD,1420 N CHARLES ST   ; BALTIMORE  ; MD  ; 21201-,BALTIMORE  ,MD
PO358866,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,03/28/2011,"WARD 8 TENNIS COUNCIL, INC.",718 MISSISSIPPI AVE SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO358871,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,03/28/2011,RESTORATION MINISTRIES,"907 MARYLAND AVENUE, N.E.  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO358881,CHILD AND FAMILY SERVICES,SUPPORT SERVICES 85,$595787.10,03/28/2011,GEORGIA AVE/ROCK CREEK EAST FA,4420 GEORGIA AAVE NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO358868,DEPARTMENT OF HUMAN SERVICES,FAMILY AND SOCIAL SERVICES (INCLUDING SHOPPING AND BUYING SERVICES) 43,$20000.00,03/28/2011,TALENT EDUCATION ARTS AND MENT,409 RITTENHOUSE ST NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO342863-V2,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$47820.63,03/28/2011,FIRST HOME CARE CORPORATION,1012 14TH STREET NW                                SUITE 1400  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO358880,CHILD AND FAMILY SERVICES,SUPPORT SERVICES 85,$1117768.35,03/28/2011,EDGEWOOD/BROOKLAND FAMILY SUPPORT,"1345 SARATOGA AVE, NE                              #112  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO349509-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$17870.00,03/28/2011,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET, NE   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO343404-V2,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$26187.21,03/28/2011,FAMILY & CHILD SRVCS OF DC INC,"1509 16TH STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO358879,DEPART OF YOUTH REHABILITATION SERVICES,"TOOTH PASTE, POLISH, AND POWDERS 85",$4111.19,03/28/2011,MTW DISTRIBUTORS INC,1235 KENILWORTH AVE NE SUITE#8  ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO351577-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$87988.27,03/28/2011,IDEAL ACADEMY PCS,"6130 N CAPITOL ST, NW   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO349514-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$55375.00,03/28/2011,SUNSHINE EARLY LEARNING,4224 6TH ST SE SOUTHEAST CHILD DEVELOPMENT  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO358527-V2,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$116424.00,03/28/2011,WASHINGTON HOSPITAL CENTER,"DBA/MEDSTAR DIAGNOSTIC LAB 110 IRVING ST., NW  ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO358848,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$6000.00,03/28/2011,STEVENSON UNIVERSITY,1525 GREENSPRING VALLEY ROAD  ; STEVENSON  ; MD  ; 21153,STEVENSON  ,MD
PO349511-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$27098.00,03/28/2011,"MARTHA'S TABLE, INC.",2114 14TH STREET NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
