PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO319479,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$6700.00,01/04/2010,KET ENTERPRISE DIVISION,560 COOPER DRIVE  ; LEXINGTON  ; KY  ; 40502-2200,LEXINGTON  ,KY
PO312715-V3,DEPARTMENT OF MENTAL HEALTH,GARDEN HAND TOOLS (NOT OTHERWISE SPECIFIED) (INCLUDING SICKLES) 24,$189406.73,02/02/2010,PREMIER OFFICE & MEDICAL SUPPL,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO322014,DEPARTMENT OF MOTOR VEHICLES,,$9000.00,02/02/2010,DRIVERS LICENSE GUIDE CO,1492 ODDSTAD DRIVE  ; REDWOOD CITY  ; CA  ; 94063,REDWOOD CITY  ,CA
PO322051,LOTTERY & CHARITABLE GAMES CONTROL BOARD,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$43800.00,02/02/2010,ELSYM,SUITE 306                                          1200 CHASTAIN ROAD  ; KENNESAW  ; GA  ; 30144,KENNESAW  ,GA
PO309112-V2,DEPARTMENT OF TRANSPORTATION,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$571581.00,02/02/2010,METRO WASH. COUNCIL OF,GOVERNMENT                                         777 N CAPITAL ST NE STE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO322005,DEPARTMENT OF TRANSPORTATION,AIR POLLUTION CONSULTING 10,$54000.00,02/02/2010,METRO WASH. COUNCIL OF,GOVERNMENT                                         777 N CAPITAL ST NE STE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO322025,DEPARTMENT OF PUBLIC WORKS,ELECTRICAL 38,$2993.00,02/02/2010,PEPCO,1900 PENNSYLVANIA AVENUE NW   ; WASHINGTON  ; DC  ; 20068-,WASHINGTON  ,DC
PO235375-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS 00,$464476.27,02/02/2010,CAPITOL HILL PC,"910 M STREET, NW SUITE 1103  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO322019,FIRE AND EMERGENCY MEDICAL SERVICES,SEWAGE AND WASTE TREATING EQUIPMENT AND SUPPLIES 65,$9993.00,02/02/2010,"W.L. GARY COMPANY, INC.","225 VINE STREET, NW  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO322045,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$110639.92,02/02/2010,HYDE LEADERSHIP PCS WASH,"1800 PERRY STREET, N.E.   ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO322042,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$138983.67,02/02/2010,HYDE LEADERSHIP PCS WASH,"1800 PERRY STREET, N.E.   ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO310303-V3,COUNCIL OF THE DISTRICT OF COLUMBIA,LAW ENFORCEMENT SERVICES (INCLUDING PROCESS SERVER SERVICES) 47,$5500.00,02/02/2010,"CAPITOL PROCESS SERVICES, INC.",1827 18TH ST. NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO322046,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$19500.00,02/02/2010,"NETWORKING FOR FUTURE, INC.",1023 15TH ST NW SUITE 500   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO322020,OFFICE OF CONTRACTING AND PROCUREMENT,"VIDEO MONITORS, DEMODULATORS, SIGNAL PROCESSORS, ETC; ACCESSORIES AND PARTS 74",$7087.00,02/02/2010,"NETWORKING FOR FUTURE, INC.",1023 15TH ST NW SUITE 500   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO321986,DEPARTMENT OF HEALTH,"GATES, ELECTRIC (INCLUDING CARD READERS, ETC.) 36",$12240.00,02/02/2010,PARKING MANAGEMENT INC.,"1725 DE SALES ST., NW                              SUITE 202  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO320440-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$52365.00,02/02/2010,GALLAUDET UNIVERSITY,"GALLAUDET KELLOGG CENTER                           800 FLORIDA AVE., NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO322015,DC PUBLIC LIBRARY,LIBRARY INFORMATION MANAGEMENT SOFTWARE 59,$5888.08,02/02/2010,SOFTWARE INFORMATION RESOURCE,"1325 G. STREET, NW.                                SUITE 500  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO281049-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$327369.66,02/02/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO281048-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$314075.59,02/02/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO322024,DEPARTMENT OF PUBLIC WORKS,"PAPERS, LABORATORY 62",$5000.00,02/02/2010,GOVERNMENT PRINTING OFFICE (GP,732 NORTH CAPITAL STREET NW                        MAIL STOP C830  ; WASHINGTON  ; DC  ; 20401,WASHINGTON  ,DC
PO321977,FIRE AND EMERGENCY MEDICAL SERVICES,,$9060.80,02/02/2010,ARIE'S SUPPLY INC,3921 SOUTH CAPITOL STREET SW                       SUITE 5  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO321936-V2,DEPARTMENT OF TRANSPORTATION,SNOW AND ICE REMOVAL SERVICES 72,$811680.00,02/02/2010,TRICON OF WASHINGTON DC INC,"1702 MINNESOTA AVENUE, SE STE B1  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO322080,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,VEHICLE TRANSPORTING SERVICES 89,$41338.60,02/02/2010,"MANAGEMENT ALTERNATIVES, INC.","1420 K STREET, NW                                  SUITE 500  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO321990,DEPARTMENT OF REAL ESTATE SERVICES,"FIRE ALARM SYSTEMS, POWER SIRENS, AND CONTROLS 16",$24800.00,02/02/2010,HAISLIP CORPORATION,14325 F WILLARD RD  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO321985,DEPARTMENT OF HEALTH,COMPUTER MANAGEMENT SERVICES 23,$4988.80,02/02/2010,PROFESSIONAL MGMT CONSULTING,"700 12TH ST., NW                                   SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO320959-V2,DEPARTMENT OF TRANSPORTATION,EMERGENCY FOOD 36,$10000.00,02/02/2010,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO322049,TAXI CAB COMMISSION,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$7955.00,02/02/2010,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO321971,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$4127000.00,02/02/2010,DISTRICT OF COLUMBIA AGENCIES,"CHILD SUPPORT ENFORCEMENT DIV. 441 4TH STREET, NW  SUITE 550N  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO305415-V3,DEPARTMENT OF TRANSPORTATION,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$3684.96,02/02/2010,AU BON PAIN CORP,P O BOX 3536  ; BOSTON  ; MA  ; 02241,BOSTON  ,MA
PO322076,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$100000.00,02/02/2010,UNITED STATES POSTAL SERVICE,2833 ALABAMA AVE. SE P.O.BOX 31158  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO322016,DEPARTMENT OF MENTAL HEALTH,PLUMBING 68,$118000.00,02/02/2010,FRY PLUMBING & HEATING,327 L STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO322026,DEPARTMENT OF PARKS AND RECREATION,"CHLORINE AND PEROXYGEN BLEACHES, ETC. 25",$24828.30,02/02/2010,MTW DISTRIBUTORS INC,1235 KENILWORTH AVE NE SUITE#8  ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO322003,FIRE AND EMERGENCY MEDICAL SERVICES,"GATES, ELECTRIC (CARD READER, ETC.) MAINTENANCE AND REPAIR 37",$4998.72,02/02/2010,"PRO TECH SYSTEMS OF MD, INC",12704 SILVERBIRCH LANE                             SUITE 200  ; LAUREL  ; MD  ; 20708-0708,LAUREL  ,MD
PO319666-V2,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"SECURITY SYSTEMS AND EQUIPMENT, COMMUNICATIONS 54",$25000.00,02/02/2010,ADVANTECH,4092 NORTH DUPONT HIGHWAY  ; DOVER  ; DE  ; 19901,DOVER  ,DE
PO321970,CHILD AND FAMILY SERVICES,"VISIBLE RECORD SUPPLIES: CARDS, FLAGS, FOLDERS, HINGES, SIGNAL, STRIPS, TABS, ETC. 93",$3745.00,02/02/2010,PRICE MODERN INC,MARTIN LUTHER KING JR HWY.                         9700A  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO322054,METROPOLITAN POLICE DEPARTMENT,INVESTIGATIVE SERVICES 52,$5984.00,02/02/2010,REED ELSEVIER INCORPORATED,225 WYMAN STREET  ; WYMAN  ; MA  ; 02451,WYMAN  ,MA
PO322053,OFFICE OF POLICE COMPLAINTS,RESEARCH SERVICES (OTHER THAN BUSINESS) 70,$3004.00,02/02/2010,REED ELSEVIER INCORPORATED,DBA/LEXISNEXIS                                     9393 SPRINGBORO PIKE  ; MIAMISBURG  ; OH  ; 45342,MIAMISBURG  ,OH
PO167736-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$1645872.00,02/02/2010,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO322023,EQUIPMENT LEASE - CAPITAL,"LIGHTING UNITS, EMERGENCY, BATTERY OPERATED; AND BATTERIES 58",$9178.00,02/02/2010,NATIONAL CAPITAL INDUSTRIES,3420 KENILWORTH AVENUE  ; BLADENSBURG  ; MD  ; 20710,BLADENSBURG  ,MD
PO318986-V2,DEPARTMENT OF REAL ESTATE SERVICES,GUARD AND SECURITY SERVICES 46,$32653.00,02/02/2010,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO321976,FIRE AND EMERGENCY MEDICAL SERVICES,"CLEANER, HEAVY DUTY DEGREASER (INCLUDING OVEN CLEANER) 18",$13017.50,02/02/2010,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO321987,UNIVERSITY OF THE DISTRICT OF COLUMBIA,PRINTING PRESSES (NOT OTHERWISE CLASSIFIED) 70,$3520.00,02/02/2010,GOETZ PRINTING CO,7939 ANGUS CT  ; SPRINGFIELD  ; VA  ; 22155,SPRINGFIELD  ,VA
PO322039,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$91316.90,02/02/2010,MAYA ANGELOU PCS,"1851 9TH STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO321983,DEPARTMENT OF TRANSPORTATION,TESTING SERVICES 83,$9691.00,02/02/2010,ASTM INTERNATIONAL,100 BARR HARBOR DRIVE  ; W CONSHOHOCKEN  ; PA  ; 19428,W CONSHOHOCKEN  ,PA
PO321974,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$6125.00,02/02/2010,"ESTIMATING SYSTEMS, INC.",1722 SW 157TH PLACE RD   ; OCALA   ; FL  ; 34473-,OCALA   ,FL
PO322036,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$84587.78,02/02/2010,HOPE COMMUNITY CHARTER SCHOOL,"2917 8TH STREET, N.E.  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO322041,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$71600.06,02/02/2010,HOPE COMMUNITY CHARTER SCHOOL,"2917 8TH STREET, N.E.  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO310768-V2,OFFICE OF UNIFIED COMMUNICATIONS,"TELECOMMUNICATIONS SYSTEMS (TELEPHONE, RADIO, ETC.) - ARCHITECTURAL 84",$384142.37,02/02/2010,"MOTOROLA, INC.",1303 E. ALGONQUIN ROAD   ; SCHAUMBURG  ; IL  ; 60196-,SCHAUMBURG  ,IL
PO313242-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$2925.00,02/02/2010,LAURENCE M. EVANS,11318 ROLLING HOUSE ROAD   ; ROCKVILLE  ; MD  ; 20852-,ROCKVILLE  ,MD
PO317080-V2,OFFICE OF THE ATTORNEY GENERAL,RESEARCH SERVICES (OTHER THAN BUSINESS) 70,$5414.10,02/02/2010,WEST PUBLISHING CORP,620 OPPERMAN DRIVE  ; EAGAN  ; MN  ; 55123,EAGAN  ,MN
PO322018,DEPARTMENT OF MENTAL HEALTH,MEDICAL EXAMINATION EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 55,$14539.72,02/02/2010,"NCS PEARSON, INC",5601 GREEN VALLEY DRIVE  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO322062,DEPARTMENT OF TRANSPORTATION,EMERGENCY FOOD 36,$14850.00,02/02/2010,P2W  INC NFP,2111 MCDONALD'S DRIVE  ; OAK BROOK  ; IL  ; 60523,OAK BROOK  ,IL
PO321973,DEPARTMENT OF CORRECTIONS,PRISONER CLOTHING 49,$69120.00,02/02/2010,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO322047,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$3500.00,02/02/2010,AMERICAN READING COMPANY,201 S. GULPH ROAD   ; KING OF PRUSSIA  ; PA  ; 19406-,KING OF PRUSSIA  ,PA
PO322027,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$607500.00,02/02/2010,EEC OF DC INC-FORRESTER CONSTR,1405 H STREET N.E.  SUITE 3  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO322013,METROPOLITAN POLICE DEPARTMENT,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$6748.99,02/02/2010,VERIZON WIRELESS,7600 MONTPELIER ROAD  ; LAUREL  ; MD  ; 20723,LAUREL  ,MD
PO322007,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DESK SETS, INKSTANDS, PENHOLDERS, PEN POINTS, ETC. 10",$6160.00,02/02/2010,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO322034,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$32619.24,02/02/2010,POTOMAC LIGHTHOUSE PCS,"LIGHTHOUSE ACADEMIES INC.                          1661 WORCESTER ROAD, SUITE 207  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO322038,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$25252.09,02/02/2010,POTOMAC LIGHTHOUSE PCS,"LIGHTHOUSE ACADEMIES INC.                          1661 WORCESTER ROAD, SUITE 207  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO322061,OFFICE OF POLICE COMPLAINTS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$24000.00,02/02/2010,"ADR ASSOCIATES, LLC","1666 CONNECTICUT AVENUE,NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO319404-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,E-COMMERCE SOFTWARE (MINI/MAINFRAME COMPUTER) 42,$435929.76,02/02/2010,"ACCELA, INC.","BISHOP RANCE 3                                     2633 CAMINO RAMON,STE. 120  ; SAN RAMON  ; CA  ; 94583",SAN RAMON  ,CA
PO315013-V2,FIRE AND EMERGENCY MEDICAL SERVICES,OFFICE EQUIPMENT (NOT COPIERS) 72,$38000.00,02/03/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO298397-V4,DC PUBLIC LIBRARY,PROJECT MANAGEMENT SERVICES 77,$683112.00,02/03/2010,LYNCH DEVELOPMENT PARTNERS LLC,1508 U STREET N.W.  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO322132,DEPARTMENT OF HEALTH,"INTAGLIO PRINTING (E.G., THE PROCESS BY WHICH U.S. CURRENCY IS PRINTED): BIRTH CERTIFICATES, CAR TITLES, ETC. 46",$20037.00,02/03/2010,MIDWEST BANK NOTE CO.,50 PEARL STREET   ; LANCASTER  ; NY  ; 14086-,LANCASTER  ,NY
PO322143,OFFICE OF CHIEF FINANCIAL OFFICER,"PROFESSIONAL: COMPUTER TRAINING, HOSPITAL/PHARMACY, LEGAL, ETC. 66",$80000.00,02/03/2010,DATA COMPRESSION TECHNOLOGY,7958 SUNSKIST BLVD P O BOX 43342  ; MINNEAPOLIS  ; MN  ; 55443-0342,MINNEAPOLIS  ,MN
PO322101,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$5516.00,02/03/2010,PUBLIC FINANCIAL MANAGEMENT IN,TWO LOGAN SQUARE NO 1600                           18TH & ARCH STREETS  ; PHILADELPHIA  ; PA  ; 19103-2770,PHILADELPHIA  ,PA
PO322133,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$9071.00,02/03/2010,DUN & BRADSTREET,103 JFK PARKWAY   ; SHORT HILLS  ; NJ  ; 07078-,SHORT HILLS  ,NJ
PO322123,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$12000.00,02/03/2010,"HI-TECH SOLUTION, INC.","1300 PENNSYLANIA AVE, NW                           SUITE 700  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO321524-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELEPHONE SYSTEMS (2-60 STATIONS), ELECTRONIC KEY AND 1A2 56",$269034.63,02/03/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO322137,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$163572.92,02/03/2010,"AVAYA, INC.",4250 NORTH FAIRFAX DRIVE                           10TH FLOOR  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO322099,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$13717.20,02/03/2010,BOUNDTREE MEDICAL LLC,15 CENTERVALE RD  ; HENNIKER  ; NH  ; 03242,HENNIKER  ,NH
PO322196,METROPOLITAN POLICE DEPARTMENT,BOATS AND MARINE EQUIPMENT 17,$28707.50,02/03/2010,BRP US INC.,10101 SCIENCE DR.  ; STURTEVANT  ; WI  ; 53177,STURTEVANT  ,WI
PO310279-V2,DEPARTMENT OF MENTAL HEALTH,COPY MACHINE MAINTENANCE AND REPAIR 27,$161951.40,02/03/2010,"CANON BUSINESS SOLUTIONS, INC",300 COMMERCE SQUARE BLVD   ; BURLINGTON  ; NJ  ; 08016-,BURLINGTON  ,NJ
PO322135,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$112000.00,02/03/2010,GOVT MARKETING & PROCUREMENT,"3975 UNIVERSITY DRIVE, STE 310  ; FAIRFAX  ; VA  ; 22030",FAIRFAX  ,VA
PO322188,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LABELS, REINFORCEMENTS, SEALS, ETC. (NOT PRINTED); AND SEALING WAX 51",$10000.00,02/03/2010,FOLLETT SOFTWARE CO.,1391 CORPORATE DR  ; MCHENRY  ; IL  ; 60050,MCHENRY  ,IL
PO322154,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$11692.00,02/03/2010,CAREER TECHNICAL INSTITUTE INC,"2131 K ST NW, 7TH FLOOR   ; WASHINGTON  ; DC  ; 20037-",WASHINGTON  ,DC
PO197186-V3,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING 92,$92689.73,02/03/2010,LOUIS BERGER & ASSOCIATES,412 MT. KEMBLE AVENUE  ; MORRISTOWN  ; NJ  ; 07962-1946,MORRISTOWN  ,NJ
PO322108,UNIVERSITY OF THE DISTRICT OF COLUMBIA,RESIDENTIAL SPACE RENTAL OR LEASE 64,$3075.00,02/03/2010,VERMONT AVENUE BAPTIST CHURCH,"1630 VERMONT AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO322085,OFFICE OF PEOPLE'S COUNSEL,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$5000.00,02/03/2010,POST MASTER,1200 PENNSYLVANIA AVE. NW  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO322107,UNIVERSITY OF THE DISTRICT OF COLUMBIA,GRAPHIC DESIGN SERVICES FOR PRINTING 46,$5375.00,02/03/2010,PARAGON DESIGN INC,77 EAST MAIN STREET  ; NEWARK   ; DE  ; 19711,NEWARK   ,DE
PO322157,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$8000.00,02/03/2010,VMT EDUCATION CENTER,4201 CONNECTICUT AVE NW SUITE 301  ; WASHINGTON  ; DC  ; 20008-,WASHINGTON  ,DC
PO322179,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING 92,$5000.00,02/03/2010,BLUE GREEN ALLIANCE FOUNDATION,2828 UNIVERSITY AVE S.E.  ; MINNEAPOLIS  ; MN  ; 54414-4414,MINNEAPOLIS  ,MN
PO322187,DEPARTMENT OF MENTAL HEALTH,"COOLERS, DRINKING WATER, RENTAL OR LEASE 28",$47496.10,02/03/2010,NESTLE WATERS AMERICA INC.,6661 DIXIE HWY  SUITE 4  ; LOUISVILLE   ; KY  ; 40258-,LOUISVILLE   ,KY
PO322124,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$12500.00,02/03/2010,LEARNING 24/7 - TEACHSCAPE,"71 STEVENSON STREET, STE 500   ; SAN FRANCISCO  ; CA  ; 94105-",SAN FRANCISCO  ,CA
PO322158,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$3800.00,02/03/2010,"ANCHOR RENAISSANCE INSTITIUTE,",5730 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO319097-V3,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$12000.00,02/03/2010,"ANCHOR RENAISSANCE INSTITIUTE,",5730 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO322139,DEPARTMENT OF MOTOR VEHICLES,SOFTWARE MAINTENANCE/SUPPORT 45,$17085.40,02/03/2010,INFORMATICA CORPORATION,100 CARDINAL WAY  ; REDWOOD CITY  ; CA  ; 94063,REDWOOD CITY  ,CA
PO322097,OFFICE OF PEOPLE'S COUNSEL,MEMBERSHIP DUES 48,$9612.00,02/03/2010,NAT'L ASSOC. OF STATE UTILITY,8380 COLESVILLE ROAD                               SUITE 101  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO322190,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,MOVING SERVICES 56,$5000.00,02/03/2010,"INNOFACE SYSTEMS, INC.",2411 CROFTON LANE SUITE 19B  ; CROFTON  ; MD  ; 21114-,CROFTON  ,MD
PO322111,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$16880.00,02/03/2010,PHYSIO-CONTROL CORPORATION,11811 WILLOWS ROAD NORTHEAST   ; REDMOND  ; WA  ; 98053-,REDMOND  ,WA
PO322197,COUNCIL OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE CONSULTING 28,$15200.00,02/03/2010,MURIEL L. MARTIN,"7035 BLAIR ROAD, NW #214   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO322161,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$6550.00,02/03/2010,GEORGETWN UNIV LOMBARDI CANCER,37TH & O STREET NW                                 PO BOX 571173  ; WASHINGTON  ; DC  ; 20057,WASHINGTON  ,DC
PO319536-V2,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$19650.00,02/03/2010,GEORGETWN UNIV LOMBARDI CANCER,37TH & O STREET NW                                 PO BOX 571173  ; WASHINGTON  ; DC  ; 20057,WASHINGTON  ,DC
