PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO246222,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$28099.00,01/02/2008,GPS NORTH AMERICA,40 STEEPLECHASE DRIVE  ; HOLLAN  ; PA  ; 18966,HOLLAN  ,PA
PO247649,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$26307.95,01/17/2008,NIA COMMUNITY PCS,100 41 ST. NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO247610,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$11051.40,01/17/2008,"KAMIT INSTITUTE-MAGNI ACHI,PCS",100 PEABODY STREET NW                              FIRST FLOOR  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO247622,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$8620.99,01/17/2008,POTOMAC LIGHTHOUSE PCS,"LIGHTHOUSE ACADEMIES INC.                          1661 WORCESTER ROAD, SUITE 207  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO247637,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$37574.87,01/17/2008,"KAMIT INSTITUTE-MAGNI ACHI,PCS",100 PEABODY STREET NW                              FIRST FLOOR  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO247652,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$42329.77,01/17/2008,POTOMAC LIGHTHOUSE PCS,"LIGHTHOUSE ACADEMIES INC.                          1661 WORCESTER ROAD, SUITE 207  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO247713,STATE SUPERINTENDENT OF EDUCATION (OSSE),"PRINTERS, LASER 77",$5754.00,01/17/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO247727,STATE SUPERINTENDENT OF EDUCATION (OSSE),LOCKS AND KEYS 40,$277024.51,01/17/2008,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO247725,STATE SUPERINTENDENT OF EDUCATION (OSSE),"SERVICE AWARDS, SPECIALTY TYPE 65",$5634.33,01/17/2008,CITY COLLEGIATE PCS,3265 S STREET                                      NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO247514,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/17/2008,DOUBLE NICKELS THEATRE COMPANY,"2909 PARK DRIVE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO247741,STATE SUPERINTENDENT OF EDUCATION (OSSE),"SERVICE AWARDS, SPECIALTY TYPE 65",$70938.30,01/17/2008,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO242394-V3,OFF PUBLIC ED FACILITIES MODERNIZATION,CERTIFIED PUBLIC ACCOUNTANT (CPA) SERVICES 31,$26880.00,01/17/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO247640,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$10396.30,01/17/2008,LATIN AMERICAN MONTESSORI,"1375 MISSOURI AVENUE, NW  ; WASHINGTON  ; DC  ; 20011-1807",WASHINGTON  ,DC
PO232833-V2,CRIMINAL JUSTICE COORDINATING COUNCIL,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$55000.00,01/17/2008,KAREN M. SCHNEIDER,5205 HAMPDEN LANE  ; BETHESDA  ; MD  ; 20814,BETHESDA  ,MD
PO236663-V2,DEPART OF YOUTH REHABILITATION SERVICES,"CREDIT CARD, CHARGE CARD SERVICES 35",$56700.00,01/17/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO247509,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$63819.00,01/17/2008,HELPING INDV. PROSTITUTES SURV,1789 COLUMBIA ROAD NW                              3RD FLOOR  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO247812,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$5253.00,01/18/2008,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO247841,"DEPART OF INSURANCE,SECURITIES & BANKING","OFFICE SUPPLIES, GENERAL 00",$3873.00,01/18/2008,NOMADIC DISPLAY CAPITAL,5617 INDUSTRIAL DR.                                SUITE E  ; SPRINGFIELD  ; VA  ; 22151,SPRINGFIELD  ,VA
PO248006,DEPARTMENT OF HEALTH,"FILING CABINETS, METAL: CARD, JUMBO, LATERAL, LEGAL, AND LETTER 40",$10522.32,01/18/2008,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE                        35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO248001,DISTRICT DEPARTMENT OF THE ENVIRONMENT,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$9000.00,01/18/2008,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW                                 SUITE 725  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO247086-V2,ALCOHOLIC BEVERAGE REGULATION ADMIN.,,$14760.00,01/18/2008,MARC PARC PARKING,1233 20TH STREET NW                                STE 104  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO247810,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$2800.00,01/18/2008,FREDERICK C SCHMITT,165 WILLIAM PENN BLVD  ; WEST CHESTER  ; PA  ; 19382,WEST CHESTER  ,PA
PO247886,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, OFFICE: ACCOUNTING, ADDRESS, COLUMNAR, COMPOSITION, MEMO, MINUTE, RECEIPT, STENO, TIME, ETC. 15",$11416.72,01/18/2008,JOSTENS INC.,148 E. BROADWAY  ; OWATONNA  ; MN  ; 55060,OWATONNA  ,MN
PO247863,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$40000.00,01/18/2008,DC SCORES,"1224 M STREET NW, #200  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO247864,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$30000.00,01/18/2008,"THE FAMILY PLACE, INC","3309 16TH STREET., NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO247859,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$11788.90,01/18/2008,MVS INC,"3630A GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-",WASHINGTON  ,DC
PO240002-V2,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"ENGINES AND MOTORS, INDUSTRIAL, MAINTENANCE AND REPAIR 41",$40000.00,01/18/2008,THE VIRGINIA BUS DOCTOR,7040 HOADLY ROAD  ; MANASSAS  ; VA  ; 20112,MANASSAS  ,VA
PO247865,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$50000.00,01/18/2008,HISPANICS IN PHILANTHROPY,200 PINE STEET                                     SUITE 700  ; SAN FRANCISCO  ; CA  ; 94104,SAN FRANCISCO  ,CA
PO247851,FIRE AND EMERGENCY MEDICAL SERVICES,"ARCHITECTURAL SERVICES, PROFESSIONAL 00",$110859.00,01/18/2008,AUSTIN L. SPRIGGS ASSOCIATES,433 MASSACHUSETTS AVE  NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO244892-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"ARCHITECTURAL SERVICES, PROFESSIONAL 00",$54406.00,01/18/2008,AUSTIN L. SPRIGGS ASSOCIATES,433 MASSACHUSETTS AVE  NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO247948,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$13770.00,01/18/2008,EASTBANC TECHNOLOGIES,3312 M STREET NW SECOND FLOOR  ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO240571-V3,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"GROUNDS MAINTENANCE: MOWING, EDGING, PLANT (NOT TREE) TRIMMING, ETC. 36",$95000.00,01/18/2008,MCDONNELL LANDSCAPING INC,20315 GEORGIA AVENUE  ; BROOKEVILLE  ; MD  ; 20833,BROOKEVILLE  ,MD
PO247888,FIRE AND EMERGENCY MEDICAL SERVICES,"BADGES AND EMBLEMS, METAL: CAP, GAME WARDENS', OFFICERS', SERVICE AWARDS, UNIFORM, ETC. 15",$34021.25,01/18/2008,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247827,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TELEPHONE SERVICES, CELLULAR 75",$10000.00,01/18/2008,NEXTEL COMMUNICATIONS,2001 EDMUND HALLEY DR  ; RESTON  ; VA  ; 20191,RESTON  ,VA
PO247866,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$45000.00,01/18/2008,LATINO ECONOMIC DVLPMNT CORP,2316 18TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO247869,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$187000.00,01/18/2008,MARY'S CTR MATERNAL CHILD CARE,2333 ONTARIO RD NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO240638-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$97500.00,01/18/2008,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO247868,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$30000.00,01/18/2008,KID'S CORNER DAY CARE CENTER,2200 CALIFORNIA STREET NW                          3RD FLOOR  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
PO206659-V4,DC PUBLIC LIBRARY,FURNITURE: OFFICE 00,$222819.57,01/18/2008,KEYSTONE PLUS CONSTRUCTION COR,"1600 K STREET, N.W. SUITE 350  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO239120-V2,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$14500.00,01/18/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO247885,FIRE AND EMERGENCY MEDICAL SERVICES,EDUCATIONAL SERVICES 00,$48065.01,01/18/2008,THE UNIVERSITY OF MD,4500 PAINT BRANCH PARKWAY  ; COLLEGE PARK  ; MD  ; 20742,COLLEGE PARK  ,MD
PO248008,OFFICE OF CHIEF TECHNOLOGY OFFICER,"DRILLS, HAND, PORTABLE, (POWERED), AUTOMATIC 27",$5162.05,01/18/2008,IDEAL ELECTRIC SUPPLY,"2230 ADAMS PLACE, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO247853,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$58880.00,01/18/2008,"INSIGHT GLOBAL, INC.",4170 ASHFORD DUNWOODY ROAD SUITE 508  ; ATLANTA  ; GA  ; 30319-,ATLANTA  ,GA
PO247784,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$24985.00,01/18/2008,DBTS,"1100 H STREET, NW                                  SUITE 600  ; WASHINGTON,  ; DC  ; 20005","WASHINGTON,  ",DC
PO183247-V2,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",$804575.00,01/18/2008,RODGERS BROTHERS CUSTODIAL SER,2230 LAWRENCE AVE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247843,DEPARTMENT OF MENTAL HEALTH,DENTAL EQUIPMENT AND SUPPLIES 00,$7996.20,01/18/2008,ASEPTICO INC.,8333 216TH STREET S.E.  ; WOODINVILLE  ; WA  ; 98072,WOODINVILLE  ,WA
PO244055-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$100000.00,01/18/2008,"COMPASS SOLUTIONS, LLC",1101 PENNSYLVANIA AVE NW                           SUITE 600  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO247953,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$67600.00,01/18/2008,ADVANCED INTEGRATED TECH CORP,"900 17TH STREET, NW SUITE 900  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO248005,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$260000.00,01/18/2008,ADVANCED INTEGRATED TECH CORP,"900 17TH STREET, NW SUITE 900  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO247880,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$9975.00,01/18/2008,FLECK INC.,1512 N. UTAH STREET   ; ARLINGTON  ; VA  ; 22207-2132,ARLINGTON  ,VA
PO238840-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"OFFICE SUPPLIES, GENERAL 00",$30000.00,01/18/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247881,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$9850.00,01/18/2008,FLECK INC.,1512 N. UTAH STREET   ; ARLINGTON  ; VA  ; 22207-2132,ARLINGTON  ,VA
PO237107-V2,OFFICE OF THE CHIEF MEDICAL EXAMINER,"AIR CONDITIONING, HEATING, AND VENTILATING: EQUIPMENT, PARTS AND ACCESSORIES (SEE RELATED ITEMS IN CLASS 740) 00",$9000.00,01/18/2008,W W GRAINGER INC,4748 FORBES BLVD  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO247824,DEPART OF YOUTH REHABILITATION SERVICES,"PLUMBING MAINTENANCE AND REPAIR (INCLUDES TOILETS, ETC.) 60",$18000.00,01/18/2008,WILLOUGHBY INDUSTRIES INC.,2210 W. MORRIS ST.  ; INDIANAPOLIS  ; IN  ; 46221,INDIANAPOLIS  ,IN
PO242227-V2,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$30000.00,01/18/2008,LUTZ A PRAGER,"1510 SWANN STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO240639-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$107250.00,01/18/2008,DYNAMIC CONCEPTS INC,"1730 17TH STREET, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO247854,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE CONSULTING 28,$38400.00,01/18/2008,ENLIGHTENED INC,666 11TH ST NW SUITE 520  ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO244408-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"DATA PROCESSING, COMPUTER, AND SOFTWARE SERVICES 00",$994251.30,01/18/2008,"ACCELA, INC.","BISHOP RANCE 3                                     2633 CAMINO RAMON,STE. 120  ; SAN RAMON  ; CA  ; 94583",SAN RAMON  ,CA
PO246849-V2,D.C. DEPARTMENT OF HUMAN RESOURCES,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$23000.00,01/18/2008,"POLIHIRE STRATEGY, LLC","1101 PENNSYLVANIA AVENUE, NW                       6TH FLOOR  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO247852,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,COMMUNITY DEVELOPMENT CONSULTING 27,$500000.00,01/18/2008,GREATER WASHINGTON SPORTS ALLI,"1725 1ST STREET, NW #200  ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO225825-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$18487.50,01/18/2008,NETWORKING FOR FUTURE INC,"1023 15TH STREET, NW SUITE 500  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO247816,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,INTERCOM AND OTHER SOUND EQUIPMENT RENTAL OR LEASE 47,$6010.40,01/18/2008,"RENT-A-PC, INC.",265 OSER AVENUE  ; HAUPPAUGE  ; NY  ; 11788,HAUPPAUGE  ,NY
PO247950,STATE SUPERINTENDENT OF EDUCATION (OSSE),EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$22000.00,01/18/2008,"POLIHIRE STRATEGY, LLC","1101 PENNSYLVANIA AVENUE, NW                       6TH FLOOR  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO247870,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COPY MACHINE MAINTENANCE AND REPAIR 27,$15978.00,01/18/2008,"XEROX GLOBAL SERVICES, INC",411 EAGLEVIEW BLVD.                                SUITE 100  ; EXTON  ; PA  ; 19341,EXTON  ,PA
PO248004,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$17388.00,01/18/2008,ILOG,4350 NORTH FAIRFAX DR.                             SUITE 800  ; ARLINGTON  ; VA  ; 22203-1619,ARLINGTON  ,VA
PO247789,FIRE AND EMERGENCY MEDICAL SERVICES,"GYMNASIUM APPARATUS AND EQUIPMENT: BICYCLE TRAINERS, CLIMBING ROPES, EXERCISER UNITS, GAME STANDARDS, HORIZONTAL, PARALLEL, AND STALL BARS 57",$3400.80,01/18/2008,GYM SOURCE - ROCKVILLE,40 EAST 52ND STREET  ; NEW YORK  ; NY  ; 10022,NEW YORK  ,NY
PO247834,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DRIVES: COMPACT DISK, ROM, ETC. 44",$6143.50,01/18/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247838,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTERS, INKJET 76",$2625.00,01/18/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247862,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$45000.00,01/18/2008,BIG BROS./BIG SISTERS,"NATIONAL CAPITAL AREA 10210 GREENBELT RD., SUITE 900  ; LANHAM  ; MD  ; 20706-",LANHAM  ,MD
PO118291-V2,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$2444691.02,01/18/2008,THE LANE CONSTRUCTION,90 FIELDSTONE COURT  ; CHESHIRE  ; CT  ; 06410,CHESHIRE  ,CT
PO245246-V2,DEPARTMENT OF PUBLIC WORKS,PRINTING AND RELATED SERVICES 00,$21017.00,01/18/2008,BEAVER PRESS INC.,"15 OGLETHORPE STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO238430-V2,FIRE AND EMERGENCY MEDICAL SERVICES,"POLISHING AND SCRUBBING MACHINES, COMMERCIAL TYPE, PARTS AND ACCESSORIES 30",$3851.64,01/18/2008,C&E SERVICES INC OF WASH,1224 W STREET SE   ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO247837,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$3310.00,01/18/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO236732-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$409487.26,01/18/2008,WASHINGTON HOSPITAL CENTER,"110 IRVING STREET, NW                              ROOM NA1177  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO247704,DEPARTMENT OF PARKS AND RECREATION,MEMBERSHIP DUES 48,$3611.00,01/18/2008,POTOMAC VALLEY ASSOCIATION,"4217 4TH STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO247892,OFFICE OF CHIEF TECHNOLOGY OFFICER,"PLASTIC, POLYPROPYLENE, FIBERGLASS OFFICE FURNITURE: CHAIRS, DESKS, TABLES, ETC. 58",$4015.00,01/18/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO247783,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$25000.00,01/18/2008,PIPER & MARBURY LLP,"203 N. LASALLE STREET,                             SUITE 1800  ; CHICAGO  ; IL  ; 60601-1293",CHICAGO  ,IL
PO247849,DEPARTMENT OF HUMAN SERVICES,"OFFICE EQUIPMENT, FILING SYSTEMS, ETC., MAINTENANCE AND REPAIR 59",$2740.00,01/18/2008,REMCO BUSINESS SYSTEMS INC,3350 C- PATUXENT RIVE ROAD  ; DAVIDSONVILLE  ; MD  ; 21035,DAVIDSONVILLE  ,MD
PO247877,DEPARTMENT OF TRANSPORTATION,,$30000.00,01/18/2008,XEROX CORPORATION,26600 SW PARKWAY AVENUE                            M/S 60-372  ; WILSONVILLE  ; OR  ; 97070,WILSONVILLE  ,OR
PO247966,OFFICE OF THE MAYOR,MEMBERSHIP DUES 48,$25452.00,01/18/2008,UNITED STATES CONFERENCE OF MA,1620 I STREET NW  ; WASHINGTON  ; DC  ; 20006,WASHINGTON  ,DC
PO242870-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC. 03",$134400.00,01/18/2008,"NEW LIGHT TECHNOLOGIES, INC.",7412 ALASKA AVENUE NW   ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO247954,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$63440.00,01/18/2008,"TANDEM CONGLOMERATE, LLC",717 D ST NW                                        SUITE 300  ; WASHINGTON  ; DC  ; 20004-1808,WASHINGTON  ,DC
PO247955,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$54600.00,01/18/2008,PROFESSIONAL MGMT CONSULTING,"700 12TH ST., NW                                   SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO247781,OFFICE OF CHIEF FINANCIAL OFFICER,"ENVELOPES, PLAIN, SPECIAL 24",$35356.90,01/18/2008,BRENTWORKS,7826 EASTERN AVE. NW                               SUITE 400  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO247879,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$9900.00,01/18/2008,FLECK INC.,1512 N. UTAH STREET   ; ARLINGTON  ; VA  ; 22207-2132,ARLINGTON  ,VA
PO248018,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3125.00,01/21/2008,PARALEGAL INST OF WASH DC,"4931 MASSACHUSETTS AVENUE, NW                      BUSINESS OFFICE  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO248012,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$3757.88,01/21/2008,"COATES & LANE FOUNDATION, INC.","150 SEATON PLACE, NW                               P. O. BOX 55983  ; WASHINGTON  ; DC  ; 20001-0040",WASHINGTON  ,DC
PO248014,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$8380.74,01/21/2008,UNITED PLANNING ORGANIZATION,"301 RHODE ISLAND AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO248023,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3550.00,01/21/2008,BUSINESS INTERFACE INC,"1150 CONNECTICUT AVENUE, NW                        SUITE 525  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO248021,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3750.00,01/21/2008,TONI THOMAS ASSOCIATES INC,1920 MLK JR AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO248019,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$4000.00,01/21/2008,THE FRENCH INSTITUTE,4000 ALBEMARLE ST. NW. SUITE LL4 &LL5  ; WASHINGTON  ; DC  ; 20016-,WASHINGTON  ,DC
PO248025,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$15100.00,01/21/2008,NATIONAL HOUSING CORPORATION,820 H STREET N.E.   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO248024,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3775.00,01/21/2008,NATIONAL HOUSING CORPORATION,820 H STREET N.E.   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO248013,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$47862.00,01/21/2008,FAMILY MEDICAL COUNSELING,2041 MARTIN LUTHER KING JR AVE                     SUITE M-2  SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
