PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS
PO363614,DEPARTMENT OF TRANSPORTATION,"BUSES, TRANSIT AND SCHOOL 20",68331.56,06/01/2011,GENERAL SERVICE ADMINISTRATION,"1500 EAST BANNISTER ROAD, KANSAS CITY, MD, 64131"
PO363520,DEPARTMENT OF PARKS AND RECREATION,"ATHLETIC AWARDS (FOR SERVICE TYPE SEE CLASS 080): MEDALS, PLAQUES, TROPHIES, ETC. 15",4036.3,06/01/2011,LAMB AWARDS & ENGRAVING T/A J,"129 EAST MAIN STREET, WESTMINISTER, MD, 21157"
PO363568,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"VIDEO CAMERA-RECORDERS, ACCESSORIES AND PARTS (PORTABLE TYPE) 70",4330.36,06/01/2011,GOVCONNECTION INC,"706 MILFORD ROAD, MERRIMACK, NH, 03054"
PO363553,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,4541.5,06/01/2011,PAUL BROOKES PUBLISHING,"409 WASHINGTON AVENUE SUITE 500, TOWSON, MD, 21204"
PO363592,DEPARTMENT OF TRANSPORTATION,"MAINTENANCE AND REPAIR, SIDEWALK AND DRIVEWAY (INCLUDING REMOVAL) 82",100000,06/01/2011,CAPITOL PAVING OF DC INC,"2211 CHANNING STREET NE, WASHINGTON, DC, 20018"
PO359110,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,452663.5,06/01/2011,FORRESTER CONSTRUCTION CO.,"12231 PARKLAWN DR., ROCKVILLE, MD, 20852"
PO363531,METROPOLITAN POLICE DEPARTMENT,"UNIFORMS, BLENDED FABRIC 85",953268,06/01/2011,MORGANS INC,"900 RHODE ISLAND AVENUE NE, WASHINGTON, DC, 20018"
PO363558,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,VOLLEYBALL EQUIPMENT 90,5139.4,06/01/2011,A&A ATHLETIC,"707 KENNEDY ST., NW, WASHINGTON, DC, 20011"
PO363563,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,BELTS AND SUSPENDERS 25,5244,06/01/2011,A&A ATHLETIC,"707 KENNEDY ST., NW, WASHINGTON, DC, 20011"
PO363509,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",35750,06/01/2011,WASH METRO AREA TRANSIT AUTH,"600 5TH STREET NW, WASHINGTON, DC, 20001"
PO349073-V2,DEPARTMENT OF REAL ESTATE SERVICES,SUBSTATION/HIGH VOLTAGE (ELECTRICAL) MAINTENANCE AND REPAIR 77,52000,06/01/2011,JOHN E KELLY & SONS ELECTRICAL,"8431 OLD MARLBORO PIKE SUITE 201, UPPER MARLBORO, MD, 20772"
PO363616,OFFICE OF CABLE TV,AUDIO/VIDEO PRODUCTION SERVICES COMPLETE 09,24000,06/01/2011,"FILM IDEAS, INC.","308 NORTH WOLF ROAD, WHEELING, IL, 60090"
PO363597,METROPOLITAN POLICE DEPARTMENT,CABLE TELEVISION SERVICES (INCLUDES PAY-PER-VIEW SERVICES) 24,10000,06/01/2011,COMCAST ADVERTISING SALES,"10946 GOLDEN WEST DR S 190A, HUNT VALLEY, MD, 21031"
PO363596,DEPARTMENT OF CORRECTIONS,"FANS, ROOM TYPE, CEILING AND PORTABLE TYPE (STATIONARY AND OSCILLATING) 41",13201.56,06/01/2011,W W GRAINGER INC,"100 GRAINGER PARKWAY, LAKE FOREST, IL, 60046"
PO363564,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,15000,06/01/2011,"HI-TECH SOLUTION, INC.","1300 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20004"
PO363609,DEPARTMENT OF TRANSPORTATION,"PAVING/RESURFACING, HIGHWAY AND ROAD 95",148800,06/01/2011,PATCH MANAGEMENT INC.,"8841 OLD ROUTE 13, MORRISVILLE, PA, 19067"
PO363608,DEPARTMENT OF TRANSPORTATION,"PAVING/RESURFACING, HIGHWAY AND ROAD 95",372000,06/01/2011,PATCH MANAGEMENT INC.,"8841 OLD ROUTE 13, MORRISVILLE, PA, 19067"
PO363555,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,2711.75,06/01/2011,POSITIVE PROMOTIONS,"15 GILPIN AVE, HAUPPAUGE, NY, 11788"
PO363599,OFFICE OF UNIFIED COMMUNICATIONS,ELECTRICAL ENGINEERING 31,1028565.64,06/01/2011,"MOTOROLA, INC.","1303 E. ALGONQUIN ROAD, SCHAUMBURG, IL, 60196"
PO363600,OFFICE OF UNIFIED COMMUNICATIONS,"REPLACEMENT AND COMPONENT PARTS: CAPACITORS, CHOKES, COILS, PANEL METERS, POTENTIOMETERS, RELAYS, RESISTORS, SOLENOIDS, TRANSISTORS, TRANSFORMERS, ETC. 66",1087267.37,06/01/2011,"MOTOROLA, INC.","1303 E. ALGONQUIN ROAD, SCHAUMBURG, IL, 60196"
PO363598,OFFICE OF UNIFIED COMMUNICATIONS,ELECTRICAL ENGINEERING 31,106732.17,06/01/2011,"MOTOROLA, INC.","1303 E. ALGONQUIN ROAD, SCHAUMBURG, IL, 60196"
PO363550,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,22856.96,06/01/2011,"SIGNATURE SPACE, LLC","1320 FENWICK LANE, SILVER SPRING, MD, 20910"
PO363549,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,5000,06/01/2011,ROBYN SILBEY,"5 TUCKAHOE COURT, GAITHERSBURG, MD, 20878"
PO363551,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TESTS, ANSWER SHEETS, SCORING KEYS, ETC. (FOR EDP SYSTEMS) 80",9807,06/01/2011,INTERNATIONAL BACCALAUREATE,"475 RIVERSIDE DRIVE, NEW YORK, NY, 10115"
PO363552,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MEMBERSHIP DUES 48,10000,06/01/2011,INTERNATIONAL BACCALAUREATE,"475 RIVERSIDE DRIVE, NEW YORK, NY, 10115"
PO363587,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"RECORDERS AND PLOTTERS, GENERAL LABORATORY TYPE (STRIP CHART, X-Y, ETC.), AND SUPPLIES: CHART PAPER, DEVELOPING CHEMICALS, INK, PENHOLDERS, PENS, ETC. 54",19413.96,06/01/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO363586,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,BELTS AND SUSPENDERS 25,5845.5,06/01/2011,EGO SPORTS INC,"410 D NORTH MARKET ST, FREDERICK, MD, 21701"
PO363591,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,22424.16,06/01/2011,MCGRAW-HILL COMPANIES,"1221 AVENUE OF THE AMERICAS, NEW YORK, NY, 10020"
PO363505,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,29750,06/01/2011,"EARLE W. BAUGNMAN, JR., M.D.","4421 SEMINARY ROAD, ALEXANDRIA, VA, 22304"
PO363668,DEPARTMENT OF TRANSPORTATION,ELECTRICAL ENGINEERING 31,7150500,06/02/2011,"W.A. CHESTER, LLC","4390 PARLIAMENT PLACE, LANHAM, MD, 20706"
PO345423-V2,BOARD OF ELECTIONS & ETHICS,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,12139.66,06/02/2011,ENTERPRISE RENT-A-CAR GOVERNME,"2650 SOUTH HANLEY ROAD, ST. LOUIS, MO, 63144"
PO363684,BOARD OF ELECTIONS & ETHICS,"PROGRAMMING SERVICES, COMPUTER 40",60625,06/02/2011,"HART INTERCIVIC, INC.","15500 WELLS PORT DRIVE, AUSTIN, TX, 78728"
PO363676,DEPARTMENT OF REAL ESTATE SERVICES,"EXCITATION SYSTEM, GENERATOR 41",3995,06/02/2011,M C DEAN INC,"22461 SHAW ROAD, DULLES, VA, 20166"
PO363673,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,4733.65,06/02/2011,BB&B PROFESSIONAL MOVERS,"2849 GEORGIA AVE NW, WASHINGTON, DC, 20001"
PO363674,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,7159.8,06/02/2011,BB&B PROFESSIONAL MOVERS,"2849 GEORGIA AVE NW, WASHINGTON, DC, 20001"
PO347012-V7,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,134755.5,06/02/2011,VESTED OPTIMUM COMMUNITY SER.,"8775 M CENTRE PARK DR. NO. 515, COLUMBIA, MD, 21045"
PO363638,LOTTERY & CHARITABLE GAMES CONTROL BOARD,EDUCATION AND TRAINING CONSULTING 38,2573,06/02/2011,LEARNING TREE INTERNATIONAL,"6053 WEST CENTRY BLVD  SUITE 200, LOS ANGELES, CA, 31193"
PO362443-V2,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,17000,06/02/2011,DAVIS MEMORIAL GOODWILL INDUSTRIES,"2200 SOUTH DAKOTA AVENUE NE, WASHINGTON, DC, 20018"
PO363693,CRIMINAL JUSTICE COORDINATING COUNCIL,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,38293.92,06/02/2011,MIDTOWN PERSONNEL INC,"900 7TH STREET NW, WASHINGTON, DC, 20001"
PO357172-V2,DEPARTMENT OF HUMAN SERVICES,EMERGENCY SHELTER 37,1.633325733E7,06/02/2011,THE COMMUNITY PARTNERSHIP\HOME,"801 PENNSYLVANIA AVE SE, WASHINGTON, DC, 20003"
PO363636,OFFICE OF CHIEF FINANCIAL OFFICER,"LOUNGE FURNITURE, STEEL, INDOOR 60",14470.74,06/02/2011,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,"35 SHERIDAN STREET, WASHINGTON, DC, 20011"
PO363677,OFFICE OF CHIEF FINANCIAL OFFICER,POSTAL EQUIPMENT RENTAL OR LEASE (INCLUDING POST OFFICE BOX RENTALS) 60,30000,06/02/2011,UNITED STATES POSTAL SERVICE,"2833 ALABAMA AVE SE, WASHINGTON, DC, 20020"
PO357533-V2,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,44825.66,06/02/2011,CAPITOL HILL SUPPORTIVE SVCS,"700 CONSTITUTION AVENUE, NE, WASHINGTON, DC, 20002"
PO349696-V4,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,125899.05,06/02/2011,CAPITOL HILL SUPPORTIVE SVCS,"700 CONSTITUTION AVENUE, NE, WASHINGTON, DC, 20002"
PO363666,DC PUBLIC LIBRARY,"STORAGE DEVICES, ELECTRONIC (DISK DRIVE COMPATIBLE) 89",4590,06/02/2011,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE NE, WASHINGTON, DC, 20011"
PO361859-V2,LOTTERY & CHARITABLE GAMES CONTROL BOARD,ADVERTISING/PUBLIC RELATIONS 03,13500,06/02/2011,"BARBECUE BATTLE, INC.","4335 NORTHVIEW DRIVE, BOWIE, MD, 20716"
PO363696,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,874000,06/02/2011,WINMARDUSTIN JOINT VENTURE LLC,"1010 WISCONSIN AVE NW, WASHINGTON, DC, 20007"
PO363695,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,1800000,06/02/2011,WINMARDUSTIN JOINT VENTURE LLC,"1010 WISCONSIN AVE NW, WASHINGTON, DC, 20007"
PO363670,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,BELTS AND SUSPENDERS 25,6840,06/02/2011,RIDDELL ALL AMERICAN SPORTS CO,"669 SUGAR LANE, ELYRIA, OH, 44035"
PO363689,DEPART OF YOUTH REHABILITATION SERVICES,"BEDS AND MATTRESSES, HOSPITAL SPECIALIZED: AIR BEDS, INTENSIVE CARE, ORTHOPEDIC, WATERBEDS, ETC. 03",10200,06/02/2011,"NEUROPEDIC, LLC DBA NEUROPEDIC","115 ROTARY DRIVE, WEST HAZLETON, PA, 18202"
PO363678,OFFICE OF CHIEF FINANCIAL OFFICER,"ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC. 03",247200,06/02/2011,"PARADYME MANAGEMENT, INC.","3820 39TH STREET NW, WASHINGTON, DC, 20016"
PO362945-V2,DEPARTMENT OF MOTOR VEHICLES,"VEHICLE IDENTIFICATION SYSTEMS, AUTOMATED 92",42111.16,06/02/2011,ACS STATE AND LOCAL SOLUTIONS,"100 HANCOCK STREET, QUINCY, MA, 02171"
PO361922,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ATHLETIC TRAINING 08,3260,06/02/2011,"HENRY SCHEIN, INC.","135 DURYEA ROAD, MELVILLE, NY, 11747"
PO363687,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"COMPUTERS, PARTS AND SUPPLIES 29",9720,06/02/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO363720,OFFICE OF THE INSPECTOR GENERAL,"RADIOS, HOME AND AUTO 50",103058.58,06/03/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO363805,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,5000,06/03/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO348676-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,62040,06/03/2011,RESTO LAW OFFICE,"9415 THORNHILL ROAD, SILVER SPRING, MD, 20901"
PO363723,METROPOLITAN POLICE DEPARTMENT,COMPUTER SOFTWARE CONSULTING 29,31454,06/03/2011,INTERGRAPH CORPORATION,"170 GRAPHICS DRIVE, MADISON, AL, 35758"
PO345354,FIRE AND EMERGENCY MEDICAL SERVICES,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",14477,06/03/2011,CAPITAL CONSTRUCTION GROUP,"3321 12TH ST NE, WASHINGTON, DC, 20017"
PO363734,DC PUBLIC LIBRARY,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",13884,06/03/2011,SOFTWARE INFORMATION RESOURCE,"1325 G STREET NW, WASHINGTON, DC, 20005"
PO363740,DEPARTMENT OF HEALTH,COMPUTER NETWORK CONSULTING 30,23716,06/03/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO342634-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,101067.04,06/03/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO363717,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,36001.92,06/03/2011,LT JOSEPH P KENNEDY INSTITUTE,"801 BUCHANAN STREET NE, WASHINGTON, DC, 20017"
PO356744-V2,DEPARTMENT OF MOTOR VEHICLES,COLLECTION SERVICES 33,1883490.86,06/03/2011,INDUSTRIAL BANK NA,"4812 GEORGIA AVENUE, NW, WASHINGTON, DC, 20011"
PO363737,DEPARTMENT OF HUMAN SERVICES,CASE MANAGEMENT 15,213609.79,06/03/2011,COMMUNITY OF HOPE INC,"1413 GIRARD STREET, NW, WASHINGTON DC, DC, 20009"
PO363729,FIRE AND EMERGENCY MEDICAL SERVICES,DOORS AND WINDOWS 37,4843.08,06/03/2011,"PRO TECH SYSTEMS OF MD, INC","12704 SILVERBIRCH LANE, LAUREL, MD, 20708"
PO363718,DEPARTMENT OF HUMAN SERVICES,EMERGENCY SHELTER 37,550000,06/03/2011,THE COMMUNITY PARTNERSHIP\HOME,"801 PENNSYLVANIA AVE SE, WASHINGTON, DC, 20003"
PO363760,FIRE AND EMERGENCY MEDICAL SERVICES,"GENERATORS, OVER 25 MW, POWER PLANT, INCLUDING PARTS AND ACCESSORIES (ALSO SEE 285-37,39) 43",4712.72,06/03/2011,KELLY GENERATOR & EQUIPMENT IN,"8421 WESTPHALIA ROAD, UPPER MARLBORO, MD, 20772"
PO363733,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,2886.92,06/03/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO363762,FIRE AND EMERGENCY MEDICAL SERVICES,"HVAC SYSTEMS MAINTENANCE AND REPAIR, POWER PLANT 55",3639,06/03/2011,HARVEY W HOTTEL INC,"18900 WOODFIELD ROAD, GAITHERSBURG, MD, 20879"
PO363809,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,101363.05,06/03/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO363812,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,250000,06/03/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO363811,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,99026.12,06/03/2011,KEYSTONE PLUS CONSTRUCTION COR,"1600 K ST NW, WASHINGTON DC, 20006"
PO358815-V2,BOARD OF ELECTIONS & ETHICS,PRINT-ON-DEMAND PRINTING SERVICES (INCLUDING PRINT AND DISTRIBUTE SERVICES) 76,24965.5,06/03/2011,THOMAS E. HENDERSON DBA LT PRINTING AND PROMOTION,"9 GRANT CIRCLE NW., WASHINGTON, DC, 20011"
PO363769,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"RECYCLED PAPER, PLASTIC, AND STYROFOAM PRODUCTS (DISPOSABLE TYPE) 66",4312.05,06/03/2011,CAPITAL SERVICES AND SUPPLIES,"2804 DOUGLAS STREET NE, WASHINGTON, DC, 20018"
PO363741,FIRE AND EMERGENCY MEDICAL SERVICES,"SOFTWARE, COMPUTER, RENTAL OR LEASE 74",165000,06/03/2011,TARGETSAFETY,"10815 RANCHO BERNARDO ROAD SUITE 250, SAN DIEGO, CA, 921272188"
PO363761,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER HARDWARE CONSULTING 28,5000,06/03/2011,"PARADYME MANAGEMENT, INC.","3820 39TH STREET NW, WASHINGTON, DC, 20016"
PO363721,OFFICE OF THE INSPECTOR GENERAL,"CABLES: PRINTER, DISK, NETWORK, ETC. 13",4333.95,06/03/2011,"SUPRETECH, INC.","7600 GEORGIA AVENUE NW, WASHINGTON, DC, 20012"
PO363763,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MICROCOMPUTERS, MULTI-PROCESSOR 55",26590.91,06/03/2011,"SUPRETECH, INC.","7600 GEORGIA AVENUE NW, WASHINGTON, DC, 20012"
PO363722,HOMELAND SECURITY GRANTS,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",359597.6,06/03/2011,"MOTOROLA, INC.","1303 E. ALGONQUIN ROAD, SCHAUMBURG, IL, 60196"
PO363793,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 6TH THRU 8TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 86,4220.63,06/03/2011,"PEARSON EDUCATION, INC.","ONE LAKE STREET, UPPER SADDLE RIVER, NJ, 07458"
PO363775,DEPARTMENT OF HEALTH,"CHEMICALS, LABORATORY (ACS, CP, PRACTICAL, REAGENT GRADE, ETC.) 13",16911.15,06/03/2011,DISTRICT SUPPLY INC.,"7702 GEORGIA AVENUE NW, WASHINGTON, DC, 20012"
PO363724,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,450000,06/03/2011,AMMANN & WHITNEY CONST.ENG. PC,"96 MORTON STREET, NEW YORK, NY, 10014"
PO363776,DEPARTMENT OF HEALTH,CUBICLE CURTAINS AND PRIVACY SCREENS 24,12441,06/03/2011,ALL N' 1 MEDICAL SUPPLIES &,"3938 EAST CAPITOL STREET NE, WASHINGTON, DC, 20019"
PO363716,DC PUBLIC LIBRARY,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",75000,06/03/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO363835,FIRE AND EMERGENCY MEDICAL SERVICES,"BOILER MAINTENANCE AND REPAIR, STEAM (INCLUDING TESTING SERVICES - SEE 941-56 FOR HYDROSTATIC TESTING) 25",24500,06/04/2011,HARVEY W HOTTEL INC,"18900 WOODFIELD ROAD, GAITHERSBURG, MD, 20879"
PO363887,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"MARKETING SERVICES (INCL. DISTRIBUTION, RESEARCH, SALES PROMOTIONS, ETC.) 53",40000,06/06/2011,POLLARD BANKNOTE LIMITED,"1499 BUFFALO PLACE, WINNIPEG, MB, R3T1L7"
PO359853-V2,DEPARTMENT OF PARKS AND RECREATION,"TILE, FLOOR AND WALL, CERAMIC, UNGLAZED 66",27658,06/06/2011,B&B FLOOR SERVICES LLC,"3215 MARTIN LUTHER KING JR AVE SW, WASHINGTON, DC, 20032"
PO363922,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,8900,06/06/2011,DIANE H. KRAFT,"10 WHEELER AVENUE, CORTLAND, NY, 13045"
PO363897,OFFICE OF ADMINISTRATIVE HEARINGS,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",23433.3,06/06/2011,DELL COMPUTER CORP.,"ONE DELL WAY, ROUND ROCK, TX, 78682"
PO363857,DEPARTMENT OF PARKS AND RECREATION,"REFRIGERATORS AND FREEZERS, COMMERCIAL 70",2900,06/06/2011,THE HAMILTON GROUP,"4406 GAULT PLACE NE, WASHINGTON, DC, 20019"
PO363901,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CAFETERIA, FOOD SERVICE, AND KITCHEN EQUIPMENT RENTAL OR LEASE 25",2875415.72,06/06/2011,"COMPASS GROUP USA, INC","2400 YORKMENT ROAD, CHARLOTTE, NC, 28217"
PO363878,STATE SUPERINTENDENT OF EDUCATION (OSSE),COPYING SERVICES (REPRODUCTION) 18,35000,06/06/2011,THE AQUILINE GROUP,"1801 COLUMBIA ROAD NW, WASHINGTON, DC, 20009"
PO363892,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",4000,06/06/2011,A A A CHARTER SERVICE,"3812 SOUTH CAPITAL ST,SE., WASHINGTON, DC, 20032"
PO344270-V2,BOARD OF ELECTIONS & ETHICS,NEWSPAPER AND PUBLICATION ADVERTISING 71,15093.35,06/06/2011,THE WASHINGTON POST,"1150 15TH STREET NW, WASHINGTON, DC, 20071"
PO357504-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,76548.68,06/06/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO363851,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COMMUNICATION EQUIPMENT (INCLUDING RADIO, TELEVISION, TELEPHONE, VCR, VIDEO/AUDIO EQUIPMENT, ETC.) 28",4999,06/06/2011,KSA-PLUS COMMUNICATIONS INC,"2000 N. 15TH STREET, ARLINGTON, VA, 22201"
PO363856,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,10733.1,06/06/2011,"SPIRIT CRUISES, LLC","6TH AND WATER STR. SW, WASHINGTON, DC, 20024"
PO357321-V2,DEPARTMENT OF PARKS AND RECREATION,"MAINTENANCE AND REPAIR, SWIMMING POOL (INCLUDES WATER TREATMENT) 63",277516,06/06/2011,F&L CONSTRUCTION INC.,"1512 GOOD HOPE RD SE, WASHINGTON, DC, 20020"
PO363854,DEPARTMENT OF PARKS AND RECREATION,BILLIARD AND POOL TABLES AND SUPPLIES 36,18866.2,06/06/2011,METROPOLITAN OFFICE PRODUCTS,"910 BARNABY ST SE, WASHINGTON, DC, 20032"
PO344338-V2,BOARD OF ELECTIONS & ETHICS,"ELECTION AND VOTER EQUIPMENT AND SUPPLIES, ELECTRONIC 34",165882.65,06/06/2011,ELECTION SYSTEMS & SOFTWARE IN,"11208 JOHN GALT BLVD., OMAHA, NE, 68137"
PO339674-V2,BOARD OF ELECTIONS & ETHICS,SOFTWARE MAINTENANCE/SUPPORT 45,50000,06/06/2011,MIDTOWN PERSONNEL INC,"900 7TH STREET NW, WASHINGTON, DC, 20001"
PO363885,DEPARTMENT OF TRANSPORTATION,DESIGNING SERVICES 35,327906.68,06/06/2011,RAJAN MAHIMA ASSOCIATES,"900 S. WASHINGTON STREET, FALLS CHURCH, VA, 22046"
PO363890,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ADVERTISING/PUBLIC RELATIONS 03,50000,06/06/2011,DC ARENA LIMITED PARTNERSHIP,"821 CAPITAL CENTRE BLVD., LARGO, MD, 20774"
PO363816-V2,DEPARTMENT OF MOTOR VEHICLES,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,7174,06/06/2011,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,"35 SHERIDAN STREET, WASHINGTON, DC, 20011"
PO339675-V2,BOARD OF ELECTIONS & ETHICS,SOFTWARE MAINTENANCE/SUPPORT 45,30140.49,06/06/2011,ANSWER STAFFING,"1325 G STREET NW, WASHINGTON, DC, 20005"
PO317980-V2,DC PUBLIC LIBRARY,METALS AND METAL PRODUCTS 49,587808.6,06/06/2011,"GCS, INC.","3020 YOST PLACE NE, WASHINGTON, DC, 20018"
PO363898,DEPART OF YOUTH REHABILITATION SERVICES,"BUS TRANSPORTATION SERVICES, SCHOOL 16",5510,06/06/2011,WASH METRO AREA TRANSIT AUTH,"600 5TH STREET NW, WASHINGTON, DC, 20001"
PO363060,EQUIPMENT LEASE - CAPITAL,"SHORT WHEELBASE, TWO-AND FOUR-WHEEL DRIVE VEHICLE 42",47708.08,06/06/2011,"CRISWELL CHEVEROLET, INC.","503 QUINCE ORCHARD ROAD, GAITHERSBURG, MD, 20878"
PO351461-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,124507.6,06/06/2011,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE NW, WASHINGTON, DC, 20009"
PO363846,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",22372,06/06/2011,WORLD BOOK INC.,"233 N. MICHIGAN AVE., CHICAGO, IL, 60601"
PO355289-V2,DEPARTMENT OF PARKS AND RECREATION,"COOLERS, DRINKING WATER, MAINTENANCE AND REPAIR 24",146119.84,06/06/2011,ARJ GROUP INC,"412 H STREET NE, WASHINGTON, DC, 20002"
